film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
707,"QUEST MUSSOLINI","A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory",2006,1,NULL,5,2.99,177,29.99,R,"Behind the Scenes","2006-02-15 05:03:42"
708,"QUILLS BULL","A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia",2006,1,NULL,4,4.99,112,19.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
710,"RAGE GAMES","A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park",2006,1,NULL,4,4.99,120,18.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
711,"RAGING AIRPLANE","A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat",2006,1,NULL,4,4.99,154,18.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
724,"REMEMBER DIARY","A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India",2006,1,NULL,5,2.99,110,15.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
725,"REQUIEM TYCOON","A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery",2006,1,NULL,6,4.99,167,25.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
728,"REUNION WITCHES","A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",2006,1,NULL,3,0.99,63,26.99,R,Commentaries,"2006-02-15 05:03:42"
734,"ROAD ROXANNE","A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan",2006,1,NULL,4,4.99,158,12.99,R,"Behind the Scenes","2006-02-15 05:03:42"
736,"ROBBERY BRIGHT","A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan",2006,1,NULL,4,0.99,134,21.99,R,Trailers,"2006-02-15 05:03:42"
742,"ROOF CHAMPION","A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon",2006,1,NULL,7,0.99,101,25.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
747,"ROXANNE REBEL","A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback",2006,1,NULL,5,0.99,171,9.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
749,"RULES HUMAN","A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House",2006,1,NULL,6,4.99,153,19.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
750,"RUN PACIFIC","A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention",2006,1,NULL,3,0.99,145,25.99,R,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
759,"SALUTE APOLLO","A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China",2006,1,NULL,4,2.99,73,29.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
765,"SATURN NAME","A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin",2006,1,NULL,7,4.99,182,18.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
779,"SENSE GREEK","A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House",2006,1,NULL,4,4.99,54,23.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
781,"SEVEN SWARM","A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin",2006,1,NULL,4,4.99,127,15.99,R,"Deleted Scenes","2006-02-15 05:03:42"
786,"SHEPHERD MIDSUMMER","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon",2006,1,NULL,7,0.99,113,14.99,R,"Deleted Scenes","2006-02-15 05:03:42"
788,"SHIP WONDERLAND","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",2006,1,NULL,5,2.99,104,15.99,R,Commentaries,"2006-02-15 05:03:42"
793,"SHRUNK DIVINE","A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon",2006,1,NULL,6,2.99,139,14.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
795,"SIEGE MADRE","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,1,NULL,7,0.99,111,23.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
797,"SILENCE KANE","A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon",2006,1,NULL,7,0.99,67,23.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
803,"SLACKER LIAISONS","A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China",2006,1,NULL,7,4.99,179,29.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
808,"SLING LUKE","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park",2006,1,NULL,5,0.99,84,10.99,R,"Behind the Scenes","2006-02-15 05:03:42"
813,"SMOOCHY CONTROL","A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China",2006,1,NULL,7,0.99,184,18.99,R,"Behind the Scenes","2006-02-15 05:03:42"
817,"SOLDIERS EVOLUTION","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station",2006,1,NULL,7,4.99,185,27.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
822,"SOUP WISDOM","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention",2006,1,NULL,6,0.99,169,12.99,R,"Behind the Scenes","2006-02-15 05:03:42"
823,"SOUTH WAIT","A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park",2006,1,NULL,4,2.99,143,21.99,R,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
830,"SPIRIT FLINTSTONES","A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan",2006,1,NULL,7,0.99,149,23.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
833,"SPLENDOR PATTON","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin",2006,1,NULL,5,0.99,134,20.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
838,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,1,NULL,5,4.99,112,25.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
840,"STAMPEDE DISTURBING","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat",2006,1,NULL,5,0.99,75,26.99,R,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
850,"STORY SIDE","A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft",2006,1,NULL,7,0.99,163,27.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
851,"STRAIGHT HOURS","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback",2006,1,NULL,3,0.99,151,19.99,R,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
854,"STRANGERS GRAFFITI","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico",2006,1,NULL,4,4.99,119,22.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
856,"STREETCAR INTENTIONS","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",2006,1,NULL,5,4.99,73,11.99,R,Commentaries,"2006-02-15 05:03:42"
858,"SUBMARINE BED","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",2006,1,NULL,5,4.99,127,21.99,R,Trailers,"2006-02-15 05:03:42"
861,"SUIT WALLS","A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",2006,1,NULL,3,4.99,111,12.99,R,Commentaries,"2006-02-15 05:03:42"
863,"SUN CONFESSIONS","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",2006,1,NULL,5,0.99,141,9.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
872,"SWEET BROTHERHOOD","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon",2006,1,NULL,3,2.99,185,27.99,R,"Deleted Scenes","2006-02-15 05:03:42"
884,"TERMINATOR CLUB","A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico",2006,1,NULL,5,4.99,88,11.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
889,"TIES HUNGER","A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat",2006,1,NULL,3,4.99,111,28.99,R,"Deleted Scenes","2006-02-15 05:03:42"
890,"TIGHTS DAWN","A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon",2006,1,NULL,5,0.99,172,14.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
892,"TITANIC BOONDOCK","A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory",2006,1,NULL,3,4.99,104,18.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
895,"TOMORROW HUSTLER","A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert",2006,1,NULL,3,2.99,142,21.99,R,Commentaries,"2006-02-15 05:03:42"
900,"TOWN ARK","A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft",2006,1,NULL,6,2.99,136,17.99,R,"Behind the Scenes","2006-02-15 05:03:42"
904,"TRAIN BUNCH","A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India",2006,1,NULL,3,4.99,71,26.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
913,"TROOPERS METAL","A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin",2006,1,NULL,3,0.99,115,20.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
917,"TUXEDO MILE","A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India",2006,1,NULL,3,2.99,152,24.99,R,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
923,"UNFAITHFUL KILL","A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans",2006,1,NULL,7,2.99,78,12.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
925,"UNITED PILOT","A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert",2006,1,NULL,3,0.99,164,27.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
930,"VACATION BOONDOCK","A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia",2006,1,NULL,4,2.99,145,23.99,R,Commentaries,"2006-02-15 05:03:42"
935,"VANISHED GARDEN","A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California",2006,1,NULL,5,0.99,142,17.99,R,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
938,"VELVET TERMINATOR","A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park",2006,1,NULL,3,4.99,173,14.99,R,"Behind the Scenes","2006-02-15 05:03:42"
939,"VERTIGO NORTHWEST","A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan",2006,1,NULL,4,2.99,90,17.99,R,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
945,"VIRGINIAN PLUTO","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006,1,NULL,5,0.99,164,22.99,R,"Deleted Scenes","2006-02-15 05:03:42"
961,"WASH HEAVENLY","A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",2006,1,NULL,7,4.99,161,22.99,R,Commentaries,"2006-02-15 05:03:42"
967,"WEEKEND PERSONAL","A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat",2006,1,NULL,5,2.99,134,26.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
974,"WILD APOLLO","A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention",2006,1,NULL,4,0.99,181,24.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
975,"WILLOW TRACY","A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse",2006,1,NULL,6,2.99,137,22.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
976,"WIND PHANTOM","A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft",2006,1,NULL,6,0.99,111,12.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
977,"WINDOW SIDE","A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery",2006,1,NULL,3,2.99,85,25.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
978,"WISDOM WORKER","A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station",2006,1,NULL,3,0.99,98,12.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
982,"WOMEN DORADO","A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia",2006,1,NULL,4,0.99,126,23.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
988,"WORKER TARZAN","A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station",2006,1,NULL,7,2.99,139,26.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
989,"WORKING MICROCOSMOS","A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China",2006,1,NULL,4,4.99,74,22.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
995,"YENTL IDAHO","A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin",2006,1,NULL,5,4.99,86,11.99,R,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
999,"ZOOLANDER FICTION","A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China",2006,1,NULL,5,2.99,101,28.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
